Post Link	Date	Time	Message	Reactions	Comment	Shares	Clicks	Impressions	Engagement Rate %	Click Through Rate	Post id	Post Type	New Followers from posts
"HaystackAnalytics
Oct 09, 12:47"	09-10-2025	12:47	"??? Infections can silently damage your eyes. This World Sight Day, let’s remember — protecting vision starts with early detection. From Trachoma to Fungal and Herpetic Keratitis, eye infections can cause scarring, pain — even blindness — if left untreated. OPHTHAL- NGS helps detect the exact infectious cause — bacteria, virus, fungus, or parasite — so the right treatment begins on time. Abhimanyuu Nambisan Pranav Godse siddharth sasane Shuja A. Rohan S SALVI Vivek Singh Rathore Mohammad Umair Gitesh Srivastava Anupama Pradeepkumar Namith N Rijul Pulikkal #WorldSightDay #EyeHealth #InfectionAwareness #OphthalNGS #NextGenDiagnostics"	23	0	1	460	"1,364"	35.48	33.72	33	Carousel	0
"HaystackAnalytics
Oct 10, 06:20"	10-10-2025	06:20	"Gain insights from one of India’s leading pulmonologists, Dr. Shamim Akhtar, as he shares his expertise on the clinical impact of Next Generation Sequencing (NGS) in managing Lower Respiratory Tract Infections. With over two decades of experience and advanced fellowships in respiratory care, Dr. Shamim Akhtar will discuss how NGS is transforming diagnosis through faster and more accurate pathogen detection. ??? 14th October, 2025 ? 5:00 PM – 6:00 PM (IST) Join this free session to explore how genomics is shaping the future of respiratory medicine. Register now: https://lnkd.in/dkVU_Tbz Vivek Singh Rathore Mohammad Umair Dr. Nidhi G. Koyel Ghosh Abhimanyuu Nambisan Pranav Godse siddharth sasane Shuja A. Rohan S SALVI Gitesh Srivastava Anupama Pradeepkumar Namith N Rijul Pulikkal #Healthcare #PublicHealth #RespiratoryCare #Diagnostic #Genomics"	10	0	1	12	730	3.15	1.64	34	Static	0
"HaystackAnalytics
Oct 10, 10:30"	10-10-2025	10:30	"Round Table Meet | CURI Hospital, Chennai Dr. Koushik Koujalagi led an insightful discussion on the role of NGS-based diagnostics in advancing infection management, supported by expert insights from Dr Mahua Das Gupta (Kapoor) The session showcased the impact of infexn®-NGS, FLU-NGS, and FEVER-NGS in enabling faster, more precise pathogen detection and informed clinical decision-making. It was a collaborative and engaging session, fostering knowledge exchange and highlighting the future of infection diagnostics. #HealthCare #PublicHealth #Diagnostic #Genomics"	31	0	3	53	"1,340"	6.49	3.96	35	Static	0
"HaystackAnalytics
Oct 10, 12:10"	10-10-2025	12:10	"Round Table Meet | Manipal Hospital, Varthur Dr. Shreya Shettar, walked the attendees through real-world case studies of infexn®-NGS, offering practical insights into the impact of NGS-based diagnostics on infection management. Dr.R D PONMUDI Pharm.D complemented this with engaging discussions on IDENTIFI and how it is creating an impact in personalised healthcare, sparking meaningful dialogue among clinicians. The session was highly interactive, combining evidence-based insights with clinical perspectives to explore how genomic diagnostics can drive better patient outcomes. #HealthCare #Genomics #Diagnostics #PublicHealth"	26	0	1	42	"1,188"	5.81	3.54	36	Static	0
"HaystackAnalytics
Oct 11, 05:46"	11-10-2025	05:46	"?? 3 Days to Go! Join us for an insightful session on the Clinical Impact of NGS for Lower Respiratory Tract Infections, where we decode how sequencing technology is transforming diagnostic precision and patient outcomes. ??? Speaker: Dr. Shamim Akhtar , HOD – Pulmonology, St. Stephen’s Hospital, Delhi ?? Moderator: Dr. Koyel Ghosh, Medical Science Liaison, HaystackAnalytics ?? Date: 14th October 2025 ?? Time: 5:00 PM – 6:00 PM (IST) ?? Register now and be part of this knowledge-driven discussion! https://lnkd.in/dkVU_Tbz Vivek Singh Rathore Mohammad Umair Dr. Nidhi G. Gitesh Srivastava Abhimanyuu Nambisan #Webinar #PublicHealth #HealthCare #ClinicalDiagnostics #RespiratoryInfections #GenomicDiagnostics #HaystackAnalytics"	0	0	0	13	655	1.98	1.98	37	Static	0
"HaystackAnalytics
Oct 11, 06:15"	11-10-2025	06:15	"?? Discover the power of precision diagnostics! Join Dr. Shamim Akhtar , HOD, Pulmonology, St. Stephen’s Hospital, Delhi, in an engaging session on the Clinical Impact of NGS for Lower Respiratory Tract Infections. The session will be moderated by Dr. Koyel Ghosh, Medical Science Liaison, HaystackAnalytics, Delhi. Learn how NGS is transforming infectious disease diagnosis, guiding targeted therapies, and improving patient outcomes. ?? 14th October 2025 | ?? 05:00 PM – 06:00 PM (IST) ?? Register now and save your spot! ?? #Healthcare #PublicHealth #Diagnostic #Genomics #Respiratoryinfections"	3	0	0	22	"1,475"	1.69	1.49	38	Static	0
"HaystackAnalytics
Oct 13, 06:26"	13-10-2025	06:26	"? 1 Day to Go! Join us for an insightful session on the Clinical Impact of NGS for Lower Respiratory Tract Infections ?? Gain valuable perspectives from Dr. Shamim Akhtar, HOD – Pulmonology, St. Stephen's Hospital, Delhi, as he shares real-world clinical experiences on how NGS is transforming infectious disease diagnosis. ??? 14th October, 2025 ?? 05:00 PM – 06:00 PM (IST) Moderated by Dr. Koyel Ghosh , Medical Science Liaison, HaystackAnalytics ?? Register Now to be part of this transformative discussion! https://lnkd.in/dkVU_Tbz Vivek Singh Rathore Mohammad Umair Dr. Nidhi G. Gitesh Srivastava Abhimanyuu Nambisan Rijul Pulikkal Anupama Pradeepkumar Namith N #infexn #NGS #Webinar #InfectiousDiseases #ClinicalDiagnostics #HaystackAnalytics"	9	0	1	12	793	2.77	1.51	39	Static	0
"HaystackAnalytics
Oct 15, 07:04"	15-10-2025	07:04	"?? Microblog Contest Alert! Got thoughts on how diagnostics have evolved from hypothesis intense to high-throughput? ?? Share your take in 100–150 words and stand a chance to win a ?1000 Amazon voucher! ?? Topic: Next-Gen Diagnostics: From Hypothesis Intense to High-throughput ?? Top 3 entries will be featured at the MICROCON stall, infexn® website, and social media! Rules: ?? Word limit: 100–150 words ?? APA references & in-text citations required ?? AI/Plagiarism report <10% similarity ?? One entry per participant Eligibility: PhD Scholars, Academicians & MD Microbiologists ??? Last Date to Submit: 25th October 2025 ?? Click on the link below to participate and shape the future of diagnostics! https://lnkd.in/d75F8d_8 Abhimanyuu Nambisan Pranav Godse siddharth sasane Shuja A. Rohan S SALVI Simran Malik Gitesh Srivastava Anupama Pradeepkumar Namith N Vivek Singh Rathore Mohammad Umair Koyel Ghosh Simone Jetha Prachi Singh, PhD #Healthcare #PublicHealth #Diagnostic #Genomics #Contest #NGS #MICRCON2025"	24	0	4	46	"1,409"	5.25	3.26	40	Static	0
"HaystackAnalytics
Oct 15, 13:14"	15-10-2025	13:14	"?? Missed the live session? Catch the replay of our insightful webinar on “Revolutionizing Infectious Disease Diagnosis in Pediatric Critical Care with NGS.” Hear from Dr Mukul Pandey, PICU Head at St. Stephen’s Hospital, Delhi, as she shares real-world insights on how infexn®-NGS is transforming infection diagnosis in critical care. ?? Watch now and explore the future of precision diagnostics! https://lnkd.in/d4-AtTnX Vivek Singh Rathore Mohammad Umair Dr. Nidhi G. Koyel Ghosh Gitesh Srivastava Rijul Pulikkal Pranav Godse siddharth sasane Shuja A. Rijul Pulikkal #infexnNGS #NextGenSequencing #WebinarReplay #InfectiousDiseases #PediatricCare #NGS"	3	0	0	8	710	1.55	1.13	41	Static	1
"HaystackAnalytics
Oct 18, 11:55"	18-10-2025	11:55	"?? Webinar Replay Now Live! If you missed our insightful session with Dr. Shamim Akhtar on the Clinical Impact of NGS for Lower Respiratory Tract Infections, now’s your chance to catch up. Discover how NGS is reshaping infection diagnostics — offering faster, more precise detection and better clinical decisions. ?? Watch the full webinar here: https://lnkd.in/dvR6JQNQ Vivek Singh Rathore Mohammad Umair Koyel Ghosh #Healthcare #PublicHealth #Diagnostics #RespiratoryCare"	6	0	0	14	632	3.16	2.22	42	Static	0
"HaystackAnalytics
Oct 21, 12:30"	21-10-2025	12:30	"Infection Prevention Week 2025 — Leading the Change with Faster and Precise Detection. With “Stand UPPP for Infection Prevention! Unite. Protect. Prevent. Prevail.” as the theme, infexn™ NGS exemplifies this mission by empowering healthcare teams to detect infections before they escalate, delivering pathogen and AMR gene identification within 24 hours. By uncovering the root cause of infections faster, it supports timely treatment decisions and helps prevent the spread of resistant pathogens. Because stronger prevention starts with faster, smarter insights. Abhimanyuu Nambisan Pranav Godse siddharth sasane Shuja A. Rohan S SALVI Mohammad Umair Gitesh Srivastava Vivek Singh Rathore Anupama Pradeepkumar Namith N Rijul Pulikkal #InfectionPreventionWeek #infexnNGS #healthcare #Publichealth #AMR #InfectionControl #Diagnostics #NGS"	21	0	5	207	"1,250"	18.64	16.56	43	Carousel	1
"HaystackAnalytics
Oct 24, 05:36"	24-10-2025	05:36	"When recovery takes an unexpected turn. Surgical Site Infections (SSIs) can develop days—or even months—after a procedure, turning the healing process into a serious risk. From redness and localized pain to persistent fever or discharge — every symptom matters. Because early detection doesn’t just treat infections, it prevents complications. This Infection Prevention Week (Oct 19–25), let’s reinforce the importance of rapid, accurate diagnostics in infection control. With infexn™ NGS, identify bacterial, fungal, or viral pathogens causing SSIs within just 24 hours — ensuring patients get the right treatment, right on time. ?? Detect Early. Prevent the Spread. Pranav Godse siddharth sasane Shuja A. Rohan S SALVI Mohammad Umair Vivek Singh Rathore Gitesh Srivastava Anupama Pradeepkumar Namith N Rijul Pulikkal #InfectionPreventionWeek #publichealth #Healthcare #EarlyDetection #InfectionControl #Diagnostics #HealthcareInnovation #PatientSafety"	22	0	4	166	"1,272"	15.09	13.05	44	Carousel	0
"HaystackAnalytics
Oct 24, 10:33"	24-10-2025	10:33	"The countdown to MICROCON 2025 begins! ? We’re just 1 week away from joining India’s leading microbiologists and infectious disease experts to discuss how Next-Generation Sequencing (NGS) is redefining precision in diagnostics. Discover how infexn™ NGS enables clinicians to detect bacterial, viral, and fungal infections — all from a single test — delivering faster, more accurate, and comprehensive results. ?? Visit us at Stall No. 14 & 15, The Ashok Hotel, New Delhi ?? 31st Oct – 2nd Nov, 2025 Let’s shape the future of infectious disease diagnosis, together! Vivek Singh Rathore Mohammad Umair Dr. Nidhi G. Koyel Ghosh Simran Malik Simone Jetha Abhimanyuu Nambisan Pranav Godse Shuja A. Gitesh Srivastava Dr Mahua Das Gupta (Kapoor) #HealthCare #PublicHealth #Diagnostic #Genomics"	25	0	1	14	995	4.02	1.41	45	Static	3
"HaystackAnalytics
Oct 25, 05:22"	25-10-2025	05:22	"Not every innovation needs to change the world — sometimes, it just needs to change someone’s life. Every sample processed, every report delivered, every patient who recovers — is proof that we’re creating an impact where it matters most. It reinforces our purpose of making genomics accessible, affordable, and applicable to all — a purpose that continues to guide every step we take. Abhimanyuu Nambisan Pranav Godse siddharth sasane Shuja A. Rohan S SALVI Gitesh Srivastava Anupama Pradeepkumar Namith N Vivek Singh Rathore Mohammad Umair Rijul Pulikkal #Healthcare #Publichealth #genomics #Diagnostics"	17	0	1	137	"1,076"	14.41	12.73	46	Carousel	2
"HaystackAnalytics
Oct 25, 09:30"	25-10-2025	09:30	"Round Table Meet | Manipal Hospital, Varthur Dr. Koushik Koujalagi and Dr.R D PONMUDI Pharm.D led engaging sessions on infexn™ NGS and identifi respectively. They explored how advanced genomic technologies are transforming healthcare — from enabling precise infection detection to leveraging genomics for personalized health solutions — providing clinicians with insights to make more informed decisions and improve patient outcomes. Gitesh Srivastava Anupama Pradeepkumar Namith N Abhimanyuu Nambisan #HealthCare #PublicHealth #Diagnostic #Genomics"	25	0	1	8	"1,237"	2.75	0.65	47	Static	0
"HaystackAnalytics
Oct 25, 12:16"	25-10-2025	12:16	"Round Table Meet | Mira Hospital At Mira Hospital, Adrija Mishra MS, CGC (IMA and BGCI), Senior Genetic Counsellor led an insightful session with doctors and RMOs, delving into advanced genomics solutions of identifi. The discussion highlighted how genetic insights can guide more informed clinical decisions, while emphasizing the critical role of genetic counselling in helping patients understand their risks, make proactive health choices, and embrace personalized healthcare approaches. Pranav Godse siddharth sasane Shuja A. Rohan S SALVI #HealthCare #PublicHealth #Diagnostics #Genomics"	28	0	0	41	"1,475"	4.68	2.78	48	Static	0
"HaystackAnalytics
Oct 26, 04:29"	26-10-2025	04:29	"The countdown has begun! ? Only 5 days to go for MICROCON 2025 — where innovation meets precision. Join us as infexn™ NGS takes center stage in redefining infectious disease diagnostics through the power of sequencing. Discover how precision-driven genomics is breaking boundaries in pathogen detection and clinical insights. ?? The Ashok Hotel, New Delhi ??? 31st Oct – 2nd Nov ?? Stall No. 14 & 15 Vivek Singh Rathore Mohammad Umair Dr. Nidhi G. Abhimanyuu Nambisan Koyel Ghosh Simran Malik Simone Jetha Dr Mahua Das Gupta (Kapoor) Gopal Singh #HealthCare #PublicHealth #Diagnostics #Genomics"	9	0	1	10	779	2.57	1.28	49	Static	0
"HaystackAnalytics
Oct 28, 13:24"	28-10-2025	13:24	"Just 3 days to go! ? We’re gearing up for MICROCON 2025, where infexn™ NGS showcases how Next-Generation Sequencing (NGS) is enhancing the standard in infectious disease diagnosis. From bacteria and fungi to viruses — infexn™ NGS empowers clinicians with comprehensive and precise pathogen detection, enabling faster and more confident diagnosis. Visit our stall to explore how genomics is transforming infectious disease management. ?? The Ashok Hotel, New Delhi ??? 31st Oct – 2nd Nov, 2025 ?? Stall No.: 14 & 15 Abhimanyuu Nambisan Mohammad Umair Vivek Singh Rathore Dr. Nidhi G. Koyel Ghosh Simran Malik #Microcon2025 #infexn #HaystackAnalytics #InfectiousDiseases #NGS #PathogenDetection #ClinicalMicrobiology #Diagnostics #HealthcareInnovation"	10	0	0	7	580	2.93	1.21	50	Static	1
"HaystackAnalytics
Oct 29, 15:56"	29-10-2025	15:56	"A knowledge-rich day at Max Hospital, New Delhi, where leading experts came together for the Pre-Conference Workshop on “Clinical Metagenomics – A Boon in Diagnostic Microbiology.” From discussions on Nanopore Sequencing, Genomic Surveillance, AMR research, to the real-world clinical impact of NGS, the workshop was a convergence of science, innovation, and shared expertise. A special mention to Dr Mahua Das Gupta (Kapoor) for expertly moderating all sessions and guiding insightful conversations throughout the day. Graced by distinguished speakers - Dr Bansidhar Tarai , Anirvan Chatterjee, Dr.Rajesh Pandey, Dr.Adarsh Koppula — who shared their valuable insights and experiences in the field of diagnostic microbiology. A day of shared insights. A step forward in diagnostic excellence. ?? Mohammad Umair Dr. Nidhi G. Koyel Ghosh Simran Malik Simone Jetha Vivek Singh Rathore Saamir Rehman #MicroCon2025 #DiagnosticMicrobiology #NGS #InfectiousDiseases #PublicHealth #HealthCare"	39	2	2	769	"2,364"	34.35	32.53	51	Carousel	6
